0,16.283924
28.45629405,16.283924
63.2362056,16.701462
74.30254515,21.085594
90.111594,14.613779
123.310605,14.613779
154.9287027,14.40501
175.4804685,11.273486
191.2895174,7.933194
200.7749513,68.89353
210.2603775,105.63674
218.1649185,106.26305
219.7458165,85.38622
230.812128,53.862213
238.7166945,24.634655
254.5257255,16.283924
270.334782,14.613779
292.467456,13.9874735
309.8574105,13.361169
319.3428495,12.3173275
331.990059,10.85595
349.380039,10.020877
358.8654525,7.5156574
396.8072085,2.0876827
417.358959,5.8455114
437.910735,14.40501
448.9770465,19.832985
461.6242815,26.304802
490.0805985,26.722338
499.566012,23.382046
523.279635,20.250523
551.735901,18.371607
676.6274295,18.371607
